name,epic,yahoo_ticker,sector,fiscal_year,currency,revenue,gross_profit,operating_income,net_income,gross_margin,operating_margin,net_margin,retrieved_at
Ithaca Energy,ITH,ITH.L,Oil & Gas Producers,2022,USD,2598482000.0,1246158000.0,1138845000.0,1031532000.0,0.4796,0.4383,0.397,2026-08-10
Ithaca Energy,ITH,ITH.L,Oil & Gas Producers,2023,USD,2319811000.0,1002801000.0,884391000.0,292554000.0,0.4323,0.3812,0.1261,2026-08-10
Ithaca Energy,ITH,ITH.L,Oil & Gas Producers,2024,USD,1981800000.0,842200000.0,693700000.0,153100000.0,0.425,0.35,0.0773,2026-08-10
Ithaca Energy,ITH,ITH.L,Oil & Gas Producers,2025,USD,2946500000.0,1235600000.0,1061000000.0,-84100000.0,0.4193,0.3601,-0.0285,2026-08-10
JTC,JTC,JTC.L,Financial Services,2021,GBP,147502000.0,84817000.0,12929000.0,26648000.0,0.575,0.0877,0.1807,2026-08-10
JTC,JTC,JTC.L,Financial Services,2022,GBP,200035000.0,117296000.0,40035000.0,34714000.0,0.5864,0.2001,0.1735,2026-08-10
JTC,JTC,JTC.L,Financial Services,2023,GBP,257440000.0,149675000.0,58961000.0,21821000.0,0.5814,0.229,0.0848,2026-08-10
JTC,JTC,JTC.L,Financial Services,2024,GBP,305383000.0,174802000.0,25418000.0,-7256000.0,0.5724,0.0832,-0.0238,2026-08-10
Johnson Matthey,JMAT,JMAT.L,Chemicals,2023,GBP,14933000000.0,994000000.0,460000000.0,276000000.0,0.0666,0.0308,0.0185,2026-08-10
Johnson Matthey,JMAT,JMAT.L,Chemicals,2024,GBP,12843000000.0,927000000.0,406000000.0,108000000.0,0.0722,0.0316,0.0084,2026-08-10
Johnson Matthey,JMAT,JMAT.L,Chemicals,2025,GBP,11022000000.0,684000000.0,299000000.0,373000000.0,0.0621,0.0271,0.0338,2026-08-10
Johnson Matthey,JMAT,JMAT.L,Chemicals,2026,GBP,12573000000.0,629000000.0,340000000.0,-96000000.0,0.05,0.027,-0.0076,2026-08-10
Johnson Service Group,JSG,JSG.L,Industrial Support Services,2022,GBP,385700000.0,148300000.0,34000000.0,29000000.0,0.3845,0.0882,0.0752,2026-08-10
Johnson Service Group,JSG,JSG.L,Industrial Support Services,2023,GBP,465300000.0,179400000.0,40000000.0,27300000.0,0.3856,0.086,0.0587,2026-08-10
Johnson Service Group,JSG,JSG.L,Industrial Support Services,2024,GBP,513400000.0,,48700000.0,35600000.0,,0.0949,0.0693,2026-08-10
Johnson Service Group,JSG,JSG.L,Industrial Support Services,2025,GBP,535400000.0,,52300000.0,37100000.0,,0.0977,0.0693,2026-08-10
Jupiter Fund Management,JUP,JUP.L,Financial Services,2022,GBP,443500000.0,299000000.0,132500000.0,47900000.0,0.6742,0.2988,0.108,2026-08-10
Jupiter Fund Management,JUP,JUP.L,Financial Services,2023,GBP,405600000.0,252000000.0,83500000.0,-12900000.0,0.6213,0.2059,-0.0318,2026-08-10
Jupiter Fund Management,JUP,JUP.L,Financial Services,2024,GBP,402500000.0,244500000.0,80800000.0,65200000.0,0.6075,0.2007,0.162,2026-08-10
Jupiter Fund Management,JUP,JUP.L,Financial Services,2025,GBP,465700000.0,281800000.0,118200000.0,100400000.0,0.6051,0.2538,0.2156,2026-08-10
Kainos,KNOS,KNOS.L,Software & Computer Services,2023,GBP,374807000.0,177155000.0,52558000.0,41645000.0,0.4727,0.1402,0.1111,2026-08-10
Kainos,KNOS,KNOS.L,Software & Computer Services,2024,GBP,382393000.0,187314000.0,58903000.0,48715000.0,0.4898,0.154,0.1274,2026-08-10
Kainos,KNOS,KNOS.L,Software & Computer Services,2025,GBP,367246000.0,175909000.0,50266000.0,35560000.0,0.479,0.1369,0.0968,2026-08-10
Kainos,KNOS,KNOS.L,Software & Computer Services,2026,GBP,431098000.0,198908000.0,54617000.0,42500000.0,0.4614,0.1267,0.0986,2026-08-10
Keller Group,KLR,KLR.L,Construction & Materials,2022,GBP,2944600000.0,1890300000.0,96500000.0,46000000.0,0.642,0.0328,0.0156,2026-08-10
Keller Group,KLR,KLR.L,Construction & Materials,2023,GBP,2966000000.0,2012000000.0,170200000.0,89400000.0,0.6784,0.0574,0.0301,2026-08-10
Keller Group,KLR,KLR.L,Construction & Materials,2024,GBP,2986700000.0,2152000000.0,196000000.0,142300000.0,0.7205,0.0656,0.0476,2026-08-10
Keller Group,KLR,KLR.L,Construction & Materials,2025,GBP,3087300000.0,2231700000.0,211100000.0,142700000.0,0.7229,0.0684,0.0462,2026-08-10
Kier Group,KIE,KIE.L,Construction & Materials,2022,GBP,3143900000.0,264000000.0,18500000.0,12700000.0,0.084,0.0059,0.004,2026-08-10
Kier Group,KIE,KIE.L,Construction & Materials,2023,GBP,3380700000.0,306300000.0,66300000.0,41100000.0,0.0906,0.0196,0.0122,2026-08-10
Kier Group,KIE,KIE.L,Construction & Materials,2024,GBP,3905100000.0,335000000.0,95000000.0,42700000.0,0.0858,0.0243,0.0109,2026-08-10
Lancashire Holdings,LRE,LRE.L,Nonlife Insurance,2022,USD,783900000.0,,9300000.0,-15500000.0,,0.0119,-0.0198,2026-08-10
Lancashire Holdings,LRE,LRE.L,Nonlife Insurance,2023,USD,1395600000.0,,360000000.0,321500000.0,,0.258,0.2304,2026-08-10
Lancashire Holdings,LRE,LRE.L,Nonlife Insurance,2024,USD,1700400000.0,,363800000.0,321300000.0,,0.2139,0.189,2026-08-10
Lancashire Holdings,LRE,LRE.L,Nonlife Insurance,2025,USD,1883400000.0,,332100000.0,293400000.0,,0.1763,0.1558,2026-08-10
ME Group International,MEGP,MEGP.L,Leisure Goods,2022,GBP,259780000.0,81403000.0,49356000.0,38793000.0,0.3134,0.19,0.1493,2026-08-10
ME Group International,MEGP,MEGP.L,Leisure Goods,2023,GBP,297662000.0,103249000.0,71118000.0,50666000.0,0.3469,0.2389,0.1702,2026-08-10
ME Group International,MEGP,MEGP.L,Leisure Goods,2024,GBP,307886000.0,109492000.0,74436000.0,54090000.0,0.3556,0.2418,0.1757,2026-08-10
ME Group International,MEGP,MEGP.L,Leisure Goods,2025,GBP,315393000.0,112963000.0,77230000.0,56572000.0,0.3582,0.2449,0.1794,2026-08-10
MONY Group,MONY,MONY.L,Media,2022,GBP,387600000.0,262500000.0,89000000.0,68300000.0,0.6772,0.2296,0.1762,2026-08-10
MONY Group,MONY,MONY.L,Media,2023,GBP,432100000.0,292400000.0,97300000.0,72700000.0,0.6767,0.2252,0.1682,2026-08-10
MONY Group,MONY,MONY.L,Media,2024,GBP,439200000.0,290600000.0,113300000.0,80600000.0,0.6617,0.258,0.1835,2026-08-10
MONY Group,MONY,MONY.L,Media,2025,GBP,446300000.0,287200000.0,117400000.0,81200000.0,0.6435,0.2631,0.1819,2026-08-10
Marshalls,MSLH,MSLH.L,Construction & Materials,2022,GBP,719400000.0,448600000.0,63600000.0,26800000.0,0.6236,0.0884,0.0373,2026-08-10
Marshalls,MSLH,MSLH.L,Construction & Materials,2023,GBP,671200000.0,425400000.0,55600000.0,18600000.0,0.6338,0.0828,0.0277,2026-08-10
Marshalls,MSLH,MSLH.L,Construction & Materials,2024,GBP,619200000.0,397400000.0,52000000.0,31000000.0,0.6418,0.084,0.0501,2026-08-10
Marshalls,MSLH,MSLH.L,Construction & Materials,2025,GBP,632100000.0,392600000.0,46200000.0,14400000.0,0.6211,0.0731,0.0228,2026-08-10
Metro Bank,MTRO,MTRO.L,Banks,2022,GBP,523500000.0,,,-72700000.0,,,-0.1389,2026-08-10
Metro Bank,MTRO,MTRO.L,Banks,2023,GBP,548900000.0,,,29500000.0,,,0.0537,2026-08-10
Metro Bank,MTRO,MTRO.L,Banks,2024,GBP,405300000.0,,,42500000.0,,,0.1049,2026-08-10
Metro Bank,MTRO,MTRO.L,Banks,2025,GBP,588300000.0,,,52400000.0,,,0.0891,2026-08-10
Mitchells & Butlers,MAB,MAB.L,Travel & Leisure,2022,GBP,2205000000.0,894000000.0,239000000.0,13000000.0,0.4054,0.1084,0.0059,2026-08-10
Mitchells & Butlers,MAB,MAB.L,Travel & Leisure,2023,GBP,2503000000.0,954000000.0,225000000.0,-4000000.0,0.3811,0.0899,-0.0016,2026-08-10
Mitchells & Butlers,MAB,MAB.L,Travel & Leisure,2024,GBP,2610000000.0,996000000.0,312000000.0,149000000.0,0.3816,0.1195,0.0571,2026-08-10
Mitchells & Butlers,MAB,MAB.L,Travel & Leisure,2025,GBP,2711000000.0,1006000000.0,330000000.0,177000000.0,0.3711,0.1217,0.0653,2026-08-10
Mitie,MTO,MTO.L,Support Services,2023,GBP,3945000000.0,436500000.0,153800000.0,91100000.0,0.1106,0.039,0.0231,2026-08-10
Mitie,MTO,MTO.L,Support Services,2024,GBP,4445200000.0,499900000.0,203800000.0,126300000.0,0.1125,0.0458,0.0284,2026-08-10
Mitie,MTO,MTO.L,Support Services,2025,GBP,5082600000.0,569700000.0,204600000.0,101400000.0,0.1121,0.0403,0.02,2026-08-10
Mitie,MTO,MTO.L,Support Services,2026,GBP,5618600000.0,656300000.0,223000000.0,82600000.0,0.1168,0.0397,0.0147,2026-08-10
Moonpig,MOON,MOON.L,Retailers,2023,GBP,320125000.0,179676000.0,47142000.0,26607000.0,0.5613,0.1473,0.0831,2026-08-10
Moonpig,MOON,MOON.L,Retailers,2024,GBP,341141000.0,202533000.0,64935000.0,34169000.0,0.5937,0.1903,0.1002,2026-08-10
Moonpig,MOON,MOON.L,Retailers,2025,GBP,350068000.0,208571000.0,68645000.0,-11080000.0,0.5958,0.1961,-0.0317,2026-08-10
Moonpig,MOON,MOON.L,Retailers,2026,GBP,372973000.0,217990000.0,78220000.0,51718000.0,0.5845,0.2097,0.1387,2026-08-10
Morgan Advanced Materials,MGAM,MGAM.L,Electronic & Electrical Equipment,2022,GBP,1112100000.0,808000000.0,144300000.0,88000000.0,0.7266,0.1298,0.0791,2026-08-10
Morgan Advanced Materials,MGAM,MGAM.L,Electronic & Electrical Equipment,2023,GBP,1114700000.0,812000000.0,119300000.0,47300000.0,0.7284,0.107,0.0424,2026-08-10
Morgan Advanced Materials,MGAM,MGAM.L,Electronic & Electrical Equipment,2024,GBP,1060100000.0,784600000.0,118800000.0,50300000.0,0.7401,0.1121,0.0474,2026-08-10
Morgan Advanced Materials,MGAM,MGAM.L,Electronic & Electrical Equipment,2025,GBP,996600000.0,700600000.0,93400000.0,21100000.0,0.703,0.0937,0.0212,2026-08-10
Morgan Sindall Group,MGNS,MGNS.L,Construction & Materials,2022,GBP,3612200000.0,370900000.0,83800000.0,60900000.0,0.1027,0.0232,0.0169,2026-08-10
Morgan Sindall Group,MGNS,MGNS.L,Construction & Materials,2023,GBP,4117700000.0,447600000.0,125200000.0,117700000.0,0.1087,0.0304,0.0286,2026-08-10
Morgan Sindall Group,MGNS,MGNS.L,Construction & Materials,2024,GBP,4546200000.0,529900000.0,179800000.0,131700000.0,0.1166,0.0395,0.029,2026-08-10
Morgan Sindall Group,MGNS,MGNS.L,Construction & Materials,2025,GBP,5018600000.0,612000000.0,226200000.0,174900000.0,0.1219,0.0451,0.0349,2026-08-10
NCC Group,NCC,NCC.L,Software and Computer Services,2022,GBP,314800000.0,132600000.0,35500000.0,23000000.0,0.4212,0.1128,0.0731,2026-08-10
NCC Group,NCC,NCC.L,Software and Computer Services,2023,GBP,335100000.0,132000000.0,16600000.0,-4600000.0,0.3939,0.0495,-0.0137,2026-08-10
NCC Group,NCC,NCC.L,Software and Computer Services,2025,GBP,238900000.0,88400000.0,-8000000.0,17100000.0,0.37,-0.0335,0.0716,2026-08-10
Ninety One,N91,N91.L,Financial Services,2023,GBP,745500000.0,627100000.0,198400000.0,163800000.0,0.8412,0.2661,0.2197,2026-08-10
Ninety One,N91,N91.L,Financial Services,2024,GBP,697800000.0,588500000.0,189300000.0,163900000.0,0.8434,0.2713,0.2349,2026-08-10
Ninety One,N91,N91.L,Financial Services,2025,GBP,700000000.0,594600000.0,175600000.0,150100000.0,0.8494,0.2509,0.2144,2026-08-10
Ninety One,N91,N91.L,Financial Services,2026,GBP,763300000.0,650200000.0,181700000.0,153500000.0,0.8518,0.238,0.2011,2026-08-10
OSB Group,OSB,OSB.L,Banks,2022,GBP,765200000.0,,,410000000.0,,,0.5358,2026-08-10
OSB Group,OSB,OSB.L,Banks,2023,GBP,651700000.0,,,282600000.0,,,0.4336,2026-08-10
OSB Group,OSB,OSB.L,Banks,2024,GBP,664900000.0,,,308100000.0,,,0.4634,2026-08-10
OSB Group,OSB,OSB.L,Banks,2025,GBP,668000000.0,,,285700000.0,,,0.4277,2026-08-10
Ocado Group,OCDO,OCDO.L,Food & drug retailers,2022,GBP,2516800000.0,964300000.0,-525000000.0,-455500000.0,0.3831,-0.2086,-0.181,2026-08-10
Ocado Group,OCDO,OCDO.L,Food & drug retailers,2023,GBP,1122100000.0,,-401800000.0,-314000000.0,,-0.3581,-0.2798,2026-08-10
Ocado Group,OCDO,OCDO.L,Food & drug retailers,2024,GBP,1214600000.0,,-302100000.0,-336200000.0,,-0.2487,-0.2768,2026-08-10
Ocado Group,OCDO,OCDO.L,Food & drug retailers,2025,GBP,1381700000.0,,-213200000.0,405200000.0,,-0.1543,0.2933,2026-08-10
Oxford Biomedica,OXB,OXB.L,Pharmaceuticals and Biotechnology,2022,GBP,139989000.0,69181000.0,-51558000.0,-39157000.0,0.4942,-0.3683,-0.2797,2026-08-10
Oxford Biomedica,OXB,OXB.L,Pharmaceuticals and Biotechnology,2023,GBP,89539000.0,39727000.0,-88109000.0,-157490000.0,0.4437,-0.984,-1.7589,2026-08-10
Oxford Biomedica,OXB,OXB.L,Pharmaceuticals and Biotechnology,2024,GBP,128797000.0,53021000.0,-43502000.0,-43190000.0,0.4117,-0.3378,-0.3353,2026-08-10
Oxford Biomedica,OXB,OXB.L,Pharmaceuticals and Biotechnology,2025,GBP,168741000.0,65980000.0,-32959000.0,-30128000.0,0.391,-0.1953,-0.1785,2026-08-10
Oxford Instruments,OXIG,OXIG.L,Electronic & Electrical Equipment,2023,GBP,444700000.0,230200000.0,65900000.0,58600000.0,0.5177,0.1482,0.1318,2026-08-10
Oxford Instruments,OXIG,OXIG.L,Electronic & Electrical Equipment,2024,GBP,470400000.0,242400000.0,60600000.0,50700000.0,0.5153,0.1288,0.1078,2026-08-10
Oxford Instruments,OXIG,OXIG.L,Electronic & Electrical Equipment,2025,GBP,443400000.0,244300000.0,69500000.0,26000000.0,0.551,0.1567,0.0586,2026-08-10
Oxford Instruments,OXIG,OXIG.L,Electronic & Electrical Equipment,2026,GBP,423200000.0,236000000.0,62800000.0,48200000.0,0.5577,0.1484,0.1139,2026-08-10
Oxford Nanopore Technologies,ONT,ONT.L,Health Care,2022,GBP,198603000.0,123810000.0,-98479000.0,-91025000.0,0.6234,-0.4959,-0.4583,2026-08-10
Oxford Nanopore Technologies,ONT,ONT.L,Health Care,2023,GBP,169668000.0,90481000.0,-168609000.0,-154507000.0,0.5333,-0.9938,-0.9106,2026-08-10
Oxford Nanopore Technologies,ONT,ONT.L,Health Care,2024,GBP,183200000.0,105400000.0,-152300000.0,-146200000.0,0.5753,-0.8313,-0.798,2026-08-10
Oxford Nanopore Technologies,ONT,ONT.L,Health Care,2025,GBP,223900000.0,131300000.0,-155300000.0,-145200000.0,0.5864,-0.6936,-0.6485,2026-08-10
PPHE Hotel Group,PPH,PPH.L,Travel and Leisure,2022,GBP,330091000.0,175789000.0,54577000.0,10159000.0,0.5325,0.1653,0.0308,2026-08-10
PPHE Hotel Group,PPH,PPH.L,Travel and Leisure,2023,GBP,414598000.0,230718000.0,83108000.0,22415000.0,0.5565,0.2005,0.0541,2026-08-10
PPHE Hotel Group,PPH,PPH.L,Travel and Leisure,2024,GBP,442787000.0,242694000.0,89380000.0,28206000.0,0.5481,0.2019,0.0637,2026-08-10
PPHE Hotel Group,PPH,PPH.L,Travel and Leisure,2025,GBP,466403000.0,250395000.0,65884000.0,13185000.0,0.5369,0.1413,0.0283,2026-08-10
PageGroup,PAGE,PAGE.L,Support Services,2022,GBP,1990287000.0,1076294000.0,196079000.0,139012000.0,0.5408,0.0985,0.0698,2026-08-10
PageGroup,PAGE,PAGE.L,Support Services,2023,GBP,2010303000.0,1007132000.0,118815000.0,77068000.0,0.501,0.0591,0.0383,2026-08-10
PageGroup,PAGE,PAGE.L,Support Services,2024,GBP,1738937000.0,842586000.0,52449000.0,28443000.0,0.4845,0.0302,0.0164,2026-08-10
PageGroup,PAGE,PAGE.L,Support Services,2025,GBP,1596577000.0,769516000.0,20865000.0,9017000.0,0.482,0.0131,0.0056,2026-08-10
Pan African Resources,PAF,PAF.L,Precious Metals and Mining,2022,USD,376371000.0,123498000.0,104763000.0,75137000.0,0.3281,0.2784,0.1996,2026-08-10
Pan African Resources,PAF,PAF.L,Precious Metals and Mining,2023,USD,319892000.0,100605000.0,86766000.0,60918000.0,0.3145,0.2712,0.1904,2026-08-10
Pan African Resources,PAF,PAF.L,Precious Metals and Mining,2024,USD,373796000.0,131369000.0,114559000.0,79378000.0,0.3514,0.3065,0.2124,2026-08-10
Pan African Resources,PAF,PAF.L,Precious Metals and Mining,2025,USD,540033000.0,225846000.0,192031000.0,141597000.0,0.4182,0.3556,0.2622,2026-08-10
Paragon Banking Group,PAG,PAG.L,Financial Services,2022,GBP,604900000.0,,,313600000.0,,,0.5184,2026-08-10
Paragon Banking Group,PAG,PAG.L,Financial Services,2023,GBP,410100000.0,,,153900000.0,,,0.3753,2026-08-10
Paragon Banking Group,PAG,PAG.L,Financial Services,2024,GBP,481700000.0,,,186000000.0,,,0.3861,2026-08-10
Paragon Banking Group,PAG,PAG.L,Financial Services,2025,GBP,528800000.0,,,180300000.0,,,0.341,2026-08-10
Pennon Group,PNN,PNN.L,"Gas, Water & Multiutilities",2023,GBP,797200000.0,763600000.0,133100000.0,100000.0,0.9579,0.167,0.0001,2026-08-10
Pennon Group,PNN,PNN.L,"Gas, Water & Multiutilities",2024,GBP,907800000.0,870400000.0,172700000.0,-9500000.0,0.9588,0.1902,-0.0105,2026-08-10
Pennon Group,PNN,PNN.L,"Gas, Water & Multiutilities",2025,GBP,1047800000.0,995900000.0,146400000.0,-57900000.0,0.9505,0.1397,-0.0553,2026-08-10
Pennon Group,PNN,PNN.L,"Gas, Water & Multiutilities",2026,GBP,1291400000.0,1251400000.0,345700000.0,91500000.0,0.969,0.2677,0.0709,2026-08-10
Pets at Home,PETS,PETS.L,Retailers,2023,GBP,1404200000.0,674600000.0,136800000.0,100700000.0,0.4804,0.0974,0.0717,2026-08-10
Pets at Home,PETS,PETS.L,Retailers,2024,GBP,1480200000.0,691300000.0,132800000.0,79200000.0,0.467,0.0897,0.0535,2026-08-10
Pets at Home,PETS,PETS.L,Retailers,2025,GBP,1481700000.0,694700000.0,134200000.0,88200000.0,0.4689,0.0906,0.0595,2026-08-10
Pets at Home,PETS,PETS.L,Retailers,2026,GBP,1469600000.0,672000000.0,92400000.0,62500000.0,0.4573,0.0629,0.0425,2026-08-10
Playtech,PTEC,PTEC.L,Software & Computer Services,2022,EUR,1601800000.0,,205300000.0,87600000.0,,0.1282,0.0547,2026-08-10
Playtech,PTEC,PTEC.L,Software & Computer Services,2023,EUR,771900000.0,,84500000.0,156800000.0,,0.1095,0.2031,2026-08-10
Playtech,PTEC,PTEC.L,Software & Computer Services,2024,EUR,848000000.0,,31500000.0,-23900000.0,,0.0371,-0.0282,2026-08-10
Playtech,PTEC,PTEC.L,Software & Computer Services,2025,EUR,763600000.0,,-90500000.0,1484200000.0,,-0.1185,1.9437,2026-08-10
Plus500,PLUS,PLUS.L,Financial Services,2022,USD,832600000.0,,450400000.0,370400000.0,,0.541,0.4449,2026-08-10
Plus500,PLUS,PLUS.L,Financial Services,2023,USD,674300000.0,,284500000.0,271400000.0,,0.4219,0.4025,2026-08-10
Plus500,PLUS,PLUS.L,Financial Services,2024,USD,711600000.0,,279400000.0,273100000.0,,0.3926,0.3838,2026-08-10
Plus500,PLUS,PLUS.L,Financial Services,2025,USD,729600000.0,,279800000.0,281300000.0,,0.3835,0.3856,2026-08-10
Pollen Street Group,POLN,POLN.L,Financial Services,2022,GBP,50971000.0,,,26361000.0,,,0.5172,2026-08-10
Pollen Street Group,POLN,POLN.L,Financial Services,2023,GBP,84991000.0,,,39940000.0,,,0.4699,2026-08-10
Pollen Street Group,POLN,POLN.L,Financial Services,2024,GBP,102091000.0,,,49598000.0,,,0.4858,2026-08-10
Pollen Street Group,POLN,POLN.L,Financial Services,2025,GBP,118523000.0,,,56566000.0,,,0.4773,2026-08-10
Premier Foods,PFD,PFD.L,Food & Drug Retailers,2023,GBP,1006400000.0,358200000.0,132200000.0,91600000.0,0.3559,0.1314,0.091,2026-08-10
Premier Foods,PFD,PFD.L,Food & Drug Retailers,2024,GBP,1137500000.0,432300000.0,177700000.0,112500000.0,0.38,0.1562,0.0989,2026-08-10
Premier Foods,PFD,PFD.L,Food & Drug Retailers,2025,GBP,1149000000.0,439300000.0,181100000.0,124900000.0,0.3823,0.1576,0.1087,2026-08-10
Premier Foods,PFD,PFD.L,Food & Drug Retailers,2026,GBP,1175500000.0,454900000.0,200800000.0,136600000.0,0.387,0.1708,0.1162,2026-08-10
Princes Group,PRN,PRN.L,Food and drink,2023,,1744803000.0,287872000.0,-32967000.0,-42691000.0,0.165,-0.0189,-0.0245,2026-08-10
Princes Group,PRN,PRN.L,Food and drink,2024,,2053540000.0,338382000.0,17314000.0,9267000.0,0.1648,0.0084,0.0045,2026-08-10
Princes Group,PRN,PRN.L,Food and drink,2024,,1708828000.0,310173000.0,37926000.0,4007000.0,0.1815,0.0222,0.0023,2026-08-10
Princes Group,PRN,PRN.L,Food and drink,2025,,1871531000.0,380603000.0,74215000.0,35706000.0,0.2034,0.0397,0.0191,2026-08-10
Qinetiq,QQ,QQ.L,Aerospace & Defence,2023,GBP,1580700000.0,,152700000.0,154400000.0,,0.0966,0.0977,2026-08-10
Qinetiq,QQ,QQ.L,Aerospace & Defence,2024,GBP,1912100000.0,,177100000.0,139600000.0,,0.0926,0.073,2026-08-10
Qinetiq,QQ,QQ.L,Aerospace & Defence,2025,GBP,1931600000.0,,152000000.0,-185700000.0,,0.0787,-0.0961,2026-08-10
Qinetiq,QQ,QQ.L,Aerospace & Defence,2026,GBP,1922600000.0,,194000000.0,107500000.0,,0.1009,0.0559,2026-08-10
Quilter,QLT,QLT.L,Financial Services,2022,GBP,-4069000000.0,-4294000000.0,56000000.0,175000000.0,1.0553,-0.0138,-0.043,2026-08-10
Quilter,QLT,QLT.L,Financial Services,2023,GBP,4616000000.0,4393000000.0,101000000.0,42000000.0,0.9517,0.0219,0.0091,2026-08-10
Quilter,QLT,QLT.L,Financial Services,2024,GBP,5420000000.0,5193000000.0,28000000.0,-34000000.0,0.9581,0.0052,-0.0063,2026-08-10
Quilter,QLT,QLT.L,Financial Services,2025,GBP,9339000000.0,9097000000.0,319000000.0,120000000.0,0.9741,0.0342,0.0128,2026-08-10
RHI Magnesita,RHIM,RHIM.L,Support Services,2022,EUR,3317200000.0,763400000.0,344800000.0,155700000.0,0.2301,0.1039,0.0469,2026-08-10
RHI Magnesita,RHIM,RHIM.L,Support Services,2023,EUR,3572000000.0,857000000.0,349000000.0,165000000.0,0.2399,0.0977,0.0462,2026-08-10
RHI Magnesita,RHIM,RHIM.L,Support Services,2024,EUR,3487000000.0,859000000.0,292000000.0,142000000.0,0.2463,0.0837,0.0407,2026-08-10
RHI Magnesita,RHIM,RHIM.L,Support Services,2025,EUR,3366000000.0,772000000.0,248000000.0,86000000.0,0.2294,0.0737,0.0255,2026-08-10
RS Group,RS1,RS1.L,Industrials,2023,GBP,2982300000.0,1352200000.0,402300000.0,284800000.0,0.4534,0.1349,0.0955,2026-08-10
RS Group,RS1,RS1.L,Industrials,2024,GBP,2942400000.0,1258300000.0,283700000.0,179400000.0,0.4276,0.0964,0.061,2026-08-10
RS Group,RS1,RS1.L,Industrials,2025,GBP,2903500000.0,1243200000.0,260100000.0,152600000.0,0.4282,0.0896,0.0526,2026-08-10
RS Group,RS1,RS1.L,Industrials,2026,GBP,2881100000.0,1250300000.0,246700000.0,161900000.0,0.434,0.0856,0.0562,2026-08-10
Rank Group,RNK,RNK.L,Travel and Leisure,2022,GBP,644000000.0,231700000.0,80800000.0,64900000.0,0.3598,0.1255,0.1008,2026-08-10
Rank Group,RNK,RNK.L,Travel and Leisure,2023,GBP,681900000.0,160600000.0,-110400000.0,-96200000.0,0.2355,-0.1619,-0.1411,2026-08-10
Rank Group,RNK,RNK.L,Travel and Leisure,2024,GBP,734700000.0,308900000.0,38700000.0,12500000.0,0.4204,0.0527,0.017,2026-08-10
Rank Group,RNK,RNK.L,Travel and Leisure,2025,GBP,795400000.0,343300000.0,64600000.0,44600000.0,0.4316,0.0812,0.0561,2026-08-10
Raspberry Pi Holdings,RPI,RPI.L,Technology,2022,USD,187859000.0,42280000.0,19235000.0,17067000.0,0.2251,0.1024,0.0909,2026-08-10
Raspberry Pi Holdings,RPI,RPI.L,Technology,2023,USD,265800000.0,66000000.0,37600000.0,31600000.0,0.2483,0.1415,0.1189,2026-08-10
Raspberry Pi Holdings,RPI,RPI.L,Technology,2024,USD,259500000.0,63200000.0,20500000.0,11700000.0,0.2435,0.079,0.0451,2026-08-10
Raspberry Pi Holdings,RPI,RPI.L,Technology,2025,USD,323200000.0,77800000.0,27700000.0,21700000.0,0.2407,0.0857,0.0671,2026-08-10
Rathbones,RAT,RAT.L,Financial Services,2022,GBP,455900000.0,,,49000000.0,,,0.1075,2026-08-10
Rathbones,RAT,RAT.L,Financial Services,2023,GBP,571100000.0,,,37500000.0,,,0.0657,2026-08-10
Rathbones,RAT,RAT.L,Financial Services,2024,GBP,895900000.0,,,65500000.0,,,0.0731,2026-08-10
Rathbones,RAT,RAT.L,Financial Services,2025,GBP,923300000.0,,,112300000.0,,,0.1216,2026-08-10
Renishaw,RSW,RSW.L,Electronic & Electrical Equipment,2022,GBP,671076000.0,357549000.0,153663000.0,120351000.0,0.5328,0.229,0.1793,2026-08-10
Renishaw,RSW,RSW.L,Electronic & Electrical Equipment,2023,GBP,688573000.0,350665000.0,135888000.0,116102000.0,0.5093,0.1973,0.1686,2026-08-10
Renishaw,RSW,RSW.L,Electronic & Electrical Equipment,2024,GBP,691301000.0,323643000.0,108667000.0,96889000.0,0.4682,0.1572,0.1402,2026-08-10
Renishaw,RSW,RSW.L,Electronic & Electrical Equipment,2025,GBP,713044000.0,329015000.0,107885000.0,83757000.0,0.4614,0.1513,0.1175,2026-08-10
Rotork,ROR,ROR.L,Industrial Engineering,2022,GBP,641812000.0,291733000.0,122359000.0,93243000.0,0.4545,0.1906,0.1453,2026-08-10
Rotork,ROR,ROR.L,Industrial Engineering,2023,GBP,719150000.0,339096000.0,148152000.0,113135000.0,0.4715,0.206,0.1573,2026-08-10
Rotork,ROR,ROR.L,Industrial Engineering,2024,GBP,754400000.0,371900000.0,134300000.0,103600000.0,0.493,0.178,0.1373,2026-08-10
Rotork,ROR,ROR.L,Industrial Engineering,2025,GBP,777300000.0,388800000.0,153400000.0,115400000.0,0.5002,0.1973,0.1485,2026-08-10
SSP Group,SSPG,SSPG.L,Retailers,2022,GBP,2185400000.0,983800000.0,15100000.0,-10200000.0,0.4502,0.0069,-0.0047,2026-08-10
SSP Group,SSPG,SSPG.L,Retailers,2023,GBP,3009700000.0,1383200000.0,199600000.0,8100000.0,0.4596,0.0663,0.0027,2026-08-10
SSP Group,SSPG,SSPG.L,Retailers,2024,GBP,3433200000.0,1617700000.0,244300000.0,27400000.0,0.4712,0.0712,0.008,2026-08-10
